CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI,Campaign_Duration,CTR,Conversion_Rate,Lead_Rate,CPC,CPA
CAMP00013,2025-04-10,2025-04-15,Email,194692,11436,2217,936,973.85,2310.62,137.2665194845202,5,5.873893123497627,8.184679958027283,19.386149003147953,0.08515652325988107,1.0404380341880342
CAMP00014,2025-12-26,2025-12-31,Search,207001,14356,4255,1931,2479.11,2827.93,14.070372028671569,5,6.935232196945909,13.450821955976593,29.63917525773196,0.17268807467261077,1.2838477472812015
CAMP00015,2025-06-01,2025-06-06,Email,257862,23315,6190,1642,684.67,2001.69,192.358362422773,5,9.041657941069255,7.042676388591036,26.54943169633283,0.029366073343341195,0.416973203410475
CAMP00016,2025-05-11,2025-05-24,Display,159957,8149,4006,1434,4229.14,8648.05,104.48720070747241,13,5.09449414530155,17.597251196465823,49.15940606209351,0.5189765615412935,2.9491910739191076
CAMP00017,2025-05-30,2025-06-14,Social,12103,168,80,38,4112.15,11010.78,167.76211957248645,15,1.3880855986119145,22.61904761904762,47.61904761904761,24.477083333333333,108.21447368421052
CAMP00018,2025-11-05,2025-11-17,Email,281690,22173,5700,1618,3399.93,5565.65,63.69895850796928,12,7.8714189357094675,7.297163216524602,25.70694087403599,0.15333649032607224,2.1013164400494437
CAMP00019,2025-09-15,2025-09-24,Search,260948,21678,9055,3562,4608.11,7497.56,62.70358129471738,9,8.30740224105952,16.431405111172616,41.770458529384626,0.21257080911523202,1.2936861313868613
CAMP00020,2025-12-10,2025-12-19,Search,151528,2195,778,338,2059.75,5783.01,180.76271392159245,9,1.4485771606567763,15.398633257403189,35.44419134396355,0.9383826879271071,6.093934911242603
CAMP00021,2025-10-21,2025-11-03,Display,285372,9090,1793,924,746.69,922.13,23.49569433098072,13,3.185316008578277,10.165016501650165,19.724972497249723,0.08214411441144115,0.8081060606060607
CAMP00022,2025-07-11,2025-07-18,Influencer,267190,21202,10017,2870,4880.6,5893.6,20.755644797770763,7,7.93517721471612,13.536458824639187,47.24554287331384,0.23019526459767947,1.7005574912891988
CAMP00023,2025-10-04,2025-10-11,Influencer,221014,9692,1975,1167,2614.07,6258.53,139.41707758399735,7,4.385242563819487,12.040858439950474,20.377631035905903,0.269714197276104,2.2399914310197087
CAMP00024,2025-06-10,2025-06-21,Search,120965,6355,2847,1671,2430.02,4694.93,93.20540571682538,11,5.25358574794362,26.294256490952005,44.7993705743509,0.38237922895357984,1.4542309994015559
CAMP00025,2025-11-10,2025-11-23,Influencer,20930,1759,624,127,412.25,1003.68,143.46391752577318,13,8.404204491161012,7.220011370096646,35.474701534963046,0.23436611711199545,3.2460629921259843
CAMP00026,2025-01-22,2025-02-01,Social,85823,1589,553,191,2894.85,5401.22,86.58030640620413,10,1.851485033149622,12.020138451856512,34.801762114537446,1.821806167400881,15.156282722513089
CAMP00027,2025-09-10,2025-09-16,Influencer,256025,18166,7908,1796,3259.23,4639.47,42.348652902679476,6,7.0954008397617425,9.886601343168557,43.53187272927447,0.17941373995375978,1.8147160356347438
CAMP00028,2025-08-24,2025-08-29,Social,204494,6001,1786,583,2418.62,5878.43,143.04892872795233,5,2.934560427200798,9.715047492084652,29.76170638226962,0.40303616063989334,4.148576329331046
CAMP00029,2025-12-11,2025-12-17,Search,83880,1311,578,255,4561.0,4917.26,7.811006358254774,6,1.5629470672389127,19.450800915331808,44.0884820747521,3.479023646071701,17.886274509803922
CAMP00030,2025-02-18,2025-02-23,Search,223626,15569,4983,2209,3737.65,7086.3,89.5923909408318,5,6.962070600019676,14.188451409852911,32.00590917849573,0.24007001091913419,1.6920099592575826
CAMP00031,2025-02-28,2025-03-14,Search,177827,3721,1837,438,289.24,554.56,91.73005116857969,14,2.09248314372958,11.771029293200751,49.368449341574845,0.07773179252889009,0.660365296803653
CAMP00032,2025-06-19,2025-07-03,Display,188552,14561,5299,2495,2758.59,3188.53,15.585498388669574,14,7.722538079680937,17.134812169493856,36.391731337133436,0.1894505871849461,1.1056472945891784
CAMP00033,2025-07-07,2025-07-20,Influencer,12293,347,86,46,4969.0,7370.33,48.32622257999598,13,2.8227446514276417,13.256484149855908,24.78386167146974,14.319884726224783,108.02173913043478
CAMP00034,2025-09-28,2025-10-12,Email,73542,1056,428,193,1078.76,1639.65,51.99395602358264,14,1.4359141714938402,18.276515151515152,40.53030303030303,1.0215530303030302,5.589430051813472
CAMP00035,2025-07-09,2025-07-21,Email,65528,1240,376,121,3124.16,8703.85,178.5980871658302,12,1.8923208399462825,9.758064516129032,30.32258064516129,2.5194838709677416,25.819504132231405
CAMP00036,2025-06-24,2025-07-05,Search,113885,9761,4123,828,1440.13,2916.67,102.5282439779742,11,8.570926812135049,8.482737424444217,42.23952463886897,0.14753918655875423,1.7392874396135267
CAMP00037,2025-02-20,2025-02-27,Influencer,150771,6541,2834,1301,1920.27,4496.36,134.15248897290485,7,4.3383674579328915,19.88992508790705,43.32670845436478,0.2935743770065739,1.4759953881629515
CAMP00038,2025-12-30,2026-01-11,Social,164506,6120,2122,999,264.81,293.89,10.981458404138811,12,3.7202290493963743,16.323529411764707,34.673202614379086,0.043269607843137256,0.26507507507507505
CAMP00039,2025-02-24,2025-03-02,Email,59669,3234,1451,701,3470.79,4189.11,20.696152749085936,6,5.419899780455513,21.675943104514534,44.867037724180584,1.0732189239332097,4.951198288159771
CAMP00040,2025-09-01,2025-09-07,Search,284746,19067,4983,1074,3852.05,8192.31,112.67403071092012,6,6.696143229404451,5.632768657890597,26.134158493732627,0.20202706246394295,3.586638733705773
CAMP00041,2025-11-16,2025-12-01,Email,176858,2359,290,117,3887.29,10379.97,167.02329900779205,15,1.3338384466634248,4.959728698601102,12.293344637558286,1.647855023314964,33.224700854700856
CAMP00042,2025-05-11,2025-05-25,Email,277096,25170,9188,3357,4855.66,5370.17,10.59608786447157,14,9.083494528971908,13.337306317044101,36.50377433452523,0.1929145808502185,1.4464283586535598
CAMP00043,2025-11-03,2025-11-10,Email,121032,11650,4727,2396,4205.6,12477.79,196.69464523492485,7,9.625553572608897,20.566523605150213,40.57510729613734,0.3609957081545065,1.7552587646076796
CAMP00044,2025-05-15,2025-05-26,Search,37905,1802,232,113,1117.27,3095.83,177.08879679934125,11,4.753990238754781,6.270810210876804,12.874583795782463,0.6200166481687014,9.887345132743363
CAMP00045,2025-01-21,2025-01-26,Search,182996,8625,3522,2043,1229.73,3377.2,174.6293901913428,5,4.713217775251918,23.68695652173913,40.834782608695654,0.14257739130434782,0.6019236417033774
CAMP00046,2025-11-25,2025-12-07,Display,18381,1637,582,325,3863.15,3930.17,1.7348536815810927,12,8.905935476851095,19.853390348197923,35.55284056200366,2.35989615149664,11.886615384615386
CAMP00047,2025-06-16,2025-06-27,Display,255666,12435,1822,771,3906.84,7082.26,81.27847569903042,11,4.8637675717537725,6.200241254523522,14.652191395255329,0.31418094089264176,5.067237354085603
CAMP00048,2025-10-01,2025-10-09,Display,295274,25705,8122,4809,702.91,1821.61,159.15266534833762,8,8.70547356015091,18.708422485897685,31.596965570900604,0.027345263567399337,0.14616552297775004
CAMP00049,2025-03-30,2025-04-08,Email,35415,444,63,16,132.5,333.53,151.72075471698113,9,1.2537060567556122,3.6036036036036037,14.18918918918919,0.29842342342342343,8.28125
CAMP00050,2025-11-12,2025-11-26,Influencer,185200,10013,2289,464,2066.76,3495.47,69.12800712225898,14,5.40658747300216,4.633975831419155,22.86028163387596,0.20640767002896238,4.4542241379310346
CAMP00051,2025-01-14,2025-01-19,Search,89679,8583,3618,879,3503.9,9654.22,175.52784040640427,5,9.570802529020172,10.241174414540371,42.15309332401258,0.4082372130956542,3.9862343572241183
CAMP00052,2025-08-30,2025-09-07,Display,120458,3945,553,189,4346.66,9876.13,127.21192823915372,8,3.2750004150824354,4.790874524714829,14.017743979721168,1.1018149556400507,22.998201058201058
CAMP00053,2025-09-22,2025-09-27,Influencer,136460,4633,1314,659,910.12,2719.35,198.7902694150222,5,3.3951341052323025,14.22404489531621,28.36175264407511,0.196442909561839,1.381062215477997
CAMP00054,2025-12-12,2025-12-17,Display,82652,5513,1887,666,4094.93,6836.28,66.9449783024374,5,6.670135023955863,12.080536912751679,34.22818791946309,0.7427770723743877,6.148543543543544
CAMP00055,2025-02-22,2025-03-08,Display,155878,14552,6929,3549,3453.83,7899.24,128.70957748354726,14,9.335505972619613,24.388400219901044,47.61544804837823,0.23734400769653655,0.9731839954916878
CAMP00056,2025-12-06,2025-12-11,Influencer,69333,1933,763,379,913.18,1688.45,84.89782956262731,5,2.787994173048909,19.606828763579927,39.47232281427832,0.47241593378168645,2.4094459102902372
CAMP00057,2025-04-02,2025-04-13,Display,241388,22436,3493,1808,4379.09,10050.49,129.51092578595095,11,9.294579680845775,8.058477446960243,15.568728828668213,0.19518140488500624,2.4220630530973453
CAMP00058,2025-09-21,2025-10-02,Email,115930,8076,3937,1082,4671.64,7098.74,51.95391768201315,11,6.966272750797896,13.397721644378406,48.74938088162457,0.5784596334819218,4.317597042513864
CAMP00059,2025-02-04,2025-02-12,Email,271996,27029,7870,3198,1402.45,2475.26,76.4954187315056,8,9.93727848938955,11.831736283251322,29.11687446816382,0.05188686225905509,0.4385397123202001
CAMP00060,2025-07-25,2025-07-31,Email,251355,19173,4752,2305,828.59,2373.46,186.44564863201342,6,7.627857014978814,12.022114431752987,24.78485370051635,0.04321650237312888,0.3594750542299349
CAMP00061,2025-03-22,2025-03-29,Social,194889,13662,2069,648,4841.37,7640.26,57.811941661141375,7,7.010144235949695,4.743083003952568,15.144195578978186,0.35436758893280634,7.4712499999999995
CAMP00062,2025-02-19,2025-03-03,Display,165120,13761,6514,3486,212.13,475.47,124.14085702163769,12,8.333938953488373,25.332461303684322,47.33667611365453,0.015415304120340092,0.06085197934595525
CAMP00063,2025-12-26,2026-01-07,Social,228622,5889,1969,1007,4747.16,13468.54,183.7178439319509,12,2.5758675892958682,17.099677364578028,33.435218203430125,0.8061062998811342,4.71416087388282
CAMP00064,2025-01-02,2025-01-17,Search,118120,11237,5564,1379,1159.5,2274.99,96.2043984476067,15,9.51320690822892,12.27195870784017,49.51499510545519,0.10318590371095489,0.840826686004351
CAMP00065,2025-02-23,2025-03-10,Influencer,81596,2032,344,98,2246.84,5370.37,139.01879973651882,15,2.4903181528506297,4.822834645669291,16.92913385826772,1.105728346456693,22.926938775510205
CAMP00066,2025-04-16,2025-04-26,Search,246777,3037,966,284,1610.92,4021.01,149.60953989024907,10,1.2306657427556054,9.351333552848205,31.80770497201185,0.5304313467237406,5.672253521126761
CAMP00067,2025-09-17,2025-10-01,Social,260878,18993,2734,1507,853.17,1781.61,108.82239178592776,14,7.280414599927935,7.934502185015532,14.394777023113777,0.04492023377033644,0.5661380225613802
CAMP00068,2025-11-06,2025-11-19,Email,275353,7328,2269,623,1827.14,3211.78,75.78182295828452,13,2.6613111170025383,8.501637554585152,30.963427947598255,0.24933679039301312,2.932808988764045
CAMP00069,2025-07-10,2025-07-25,Display,58482,4578,2087,936,2742.31,7176.22,161.68522158326374,15,7.828049656304505,20.445609436435124,45.587592835299255,0.5990192223678462,2.929818376068376
CAMP00070,2025-08-06,2025-08-19,Display,154148,12571,1806,408,559.75,1180.08,110.82268870031263,13,8.155149596491682,3.245565189722377,14.366398854506404,0.044527086150664225,1.3719362745098038
CAMP00071,2025-02-13,2025-02-21,Email,122458,3833,796,335,4064.97,5009.16,23.227477693562317,8,3.1300527527805455,8.73989042525437,20.767023219410383,1.0605191755804853,12.13423880597015
CAMP00072,2025-06-11,2025-06-16,Display,124614,2218,827,212,4021.87,11056.48,174.9089353957239,5,1.7798963198356526,9.558160504959423,37.2858431018936,1.8132867448151488,18.971084905660376
CAMP00073,2025-07-21,2025-07-26,Influencer,94484,5203,679,292,4007.66,6391.78,59.489078414835596,5,5.506752466025993,5.6121468383624835,13.050163367288103,0.7702594656928695,13.724863013698629
CAMP00074,2025-09-27,2025-10-11,Influencer,154151,13892,3911,1357,3463.6,6881.77,98.6883589329022,14,9.01194283527191,9.7682119205298,28.152893751799596,0.24932335156924848,2.552394988946205
CAMP00075,2025-12-17,2025-12-26,Influencer,186810,16113,3757,1661,2330.79,3327.47,42.761467142041965,9,8.625341255821423,10.30844659591634,23.316576677217153,0.14465276484825917,1.4032450331125828
CAMP00076,2025-10-31,2025-11-06,Search,279849,5747,2501,894,4185.25,8309.05,98.5317484021265,6,2.0536074811773495,15.555942230729075,43.518357403862886,0.7282495214894728,4.681487695749441
CAMP00077,2025-09-28,2025-10-08,Email,114165,11054,1322,716,4274.06,5378.93,25.85059638844564,10,9.682477116454255,6.477293287497739,11.959471684458114,0.3866527953681925,5.969357541899442
CAMP00078,2025-08-03,2025-08-14,Influencer,15248,514,228,114,1498.74,3196.1,113.25246540427291,11,3.3709338929695702,22.17898832684825,44.3579766536965,2.9158365758754865,13.146842105263158
CAMP00079,2025-09-09,2025-09-14,Social,94169,3902,1488,800,2456.66,5025.25,104.55618604121044,5,4.143614140534571,20.502306509482317,38.134290107637106,0.6295899538698103,3.0708249999999997
CAMP00080,2025-07-09,2025-07-19,Influencer,100039,2342,512,147,1094.52,2886.06,163.68271022914155,10,2.341086976079329,6.27668659265585,21.861656703672075,0.4673441502988898,7.445714285714286
CAMP00081,2025-10-23,2025-11-04,Search,12461,548,98,25,1353.37,2868.87,111.97972468726218,12,4.397720889174224,4.562043795620438,17.88321167883212,2.4696532846715327,54.1348
CAMP00082,2025-08-01,2025-08-10,Social,163070,10959,5261,2225,1270.87,2309.79,81.74872331552402,9,6.720426810572147,20.302947349210694,48.00620494570673,0.115965872798613,0.5711775280898876
CAMP00083,2025-07-27,2025-08-07,Email,148893,8270,2659,1460,4152.04,8024.53,93.26716505621333,11,5.554324246270812,17.654171704957676,32.15235792019347,0.5020604594921403,2.84386301369863
CAMP00084,2025-08-25,2025-09-08,Email,24870,2100,499,121,1329.0,2936.38,120.94657637321295,14,8.443908323281061,5.761904761904762,23.761904761904763,0.6328571428571429,10.983471074380166
CAMP00085,2025-12-04,2025-12-14,Influencer,18410,1246,146,42,2776.94,7439.86,167.9157633942397,10,6.768060836501902,3.3707865168539324,11.717495987158909,2.2286837881219905,66.11761904761904
CAMP00086,2025-02-22,2025-03-02,Social,92721,3126,519,258,3178.41,3443.69,8.346311520540151,8,3.3714045361892127,8.253358925143955,16.60268714011516,1.0167658349328215,12.319418604651162
CAMP00087,2025-10-07,2025-10-18,Social,24133,1452,492,189,3748.95,10696.46,185.31882260366234,11,6.016657688642108,13.016528925619836,33.88429752066116,2.5819214876033056,19.835714285714285
CAMP00088,2025-08-05,2025-08-19,Influencer,290503,4583,1398,617,242.14,282.76,16.775419178987367,14,1.5776084928554954,13.46279729434868,30.504036657211437,0.05283438795548767,0.39244732576985414
CAMP00089,2025-09-09,2025-09-22,Influencer,197457,12295,4955,2163,2431.16,4107.2,68.93992991000181,13,6.226672136211935,17.592517283448554,40.30093533956893,0.19773566490443267,1.123975959315765
CAMP00090,2025-07-07,2025-07-21,Display,32400,1460,633,231,1533.78,2565.03,67.23584868755626,14,4.506172839506172,15.821917808219176,43.35616438356165,1.0505342465753424,6.639740259740259
CAMP00091,2025-02-10,2025-02-24,Display,39173,738,191,92,4186.47,8638.77,106.34974095120711,14,1.8839506803155235,12.466124661246612,25.880758807588077,5.6727235772357725,45.505108695652176
CAMP00092,2025-06-06,2025-06-17,Influencer,16179,609,85,45,280.07,478.73,70.9322669332667,11,3.7641386983126273,7.389162561576355,13.957307060755337,0.45988505747126435,6.223777777777777
CAMP00093,2025-01-15,2025-01-24,Search,197958,17980,7490,4217,1114.27,1602.92,43.85382357956331,9,9.082734721506583,23.453837597330367,41.657397107897665,0.06197274749721913,0.2642328669670382
CAMP00094,2025-10-28,2025-11-08,Display,40495,2540,816,178,1647.22,2449.17,48.68505724796931,11,6.272379306087171,7.007874015748032,32.125984251968504,0.6485118110236221,9.254044943820224
CAMP00095,2025-03-06,2025-03-13,Influencer,273631,24980,12288,5178,481.42,1430.1,197.0587013418636,7,9.129082596635616,20.728582866293035,49.19135308246597,0.019272217774219377,0.0929741212823484
CAMP00096,2025-12-11,2025-12-17,Social,19760,928,388,83,2037.55,5446.95,167.3284091187946,6,4.696356275303644,8.943965517241379,41.810344827586206,2.195635775862069,24.54879518072289
CAMP00097,2025-11-23,2025-12-08,Display,96975,9513,2203,1234,3744.47,9776.61,161.09462754408506,15,9.809744779582367,12.97172290549774,23.157784084936402,0.3936161042783559,3.034416531604538
CAMP00098,2025-01-09,2025-01-18,Search,97465,4132,1121,416,1140.34,2096.56,83.85393829910377,9,4.23947057918227,10.067763794772508,27.1297192642788,0.27597773475314613,2.7412019230769227
CAMP00099,2025-12-10,2025-12-18,Email,207899,16239,3154,1766,3796.9,10906.09,187.23669309173275,8,7.811004381935459,10.875053882628242,19.422378225260175,0.23381365847650717,2.15
CAMP00100,2025-05-09,2025-05-18,Social,296547,11116,3388,931,2692.17,3029.86,12.543412934547227,9,3.74847831878252,8.375314861460957,30.478589420654913,0.24218873695573948,2.8916970998925886
CAMP00101,2025-05-16,2025-05-28,Search,204109,3988,1532,405,1789.15,2237.56,25.06273928960679,12,1.9538579876438569,10.155466399197593,38.415245737211634,0.44863340020060183,4.417654320987655
CAMP00102,2025-03-04,2025-03-12,Search,120625,10250,3536,1991,1907.15,2848.22,49.34430957187425,8,8.49740932642487,19.42439024390244,34.49756097560975,0.18606341463414636,0.9578854846810648
CAMP00103,2025-05-19,2025-06-01,Search,6755,531,125,71,669.9,1529.64,128.33855799373043,13,7.860843819393041,13.370998116760829,23.540489642184557,1.2615819209039547,9.435211267605634
CAMP00104,2025-03-22,2025-04-02,Social,133500,11194,4805,2434,1323.93,1765.74,33.3710996804967,11,8.38501872659176,21.743791316776846,42.924781132749686,0.11827139539038771,0.5439317995069844
CAMP00105,2025-06-12,2025-06-26,Search,172230,6367,904,261,3683.0,6157.97,67.19983708932936,14,3.6968007896417583,4.099261818752945,14.19820951782629,0.5784513899795822,14.11111111111111
CAMP00106,2025-10-16,2025-10-27,Email,76352,5598,879,236,4327.45,5861.25,35.44350599082601,11,7.331831517183571,4.215791354055019,15.702036441586282,0.7730350125044658,18.33665254237288
CAMP00107,2025-09-18,2025-09-30,Display,203498,6062,1586,791,1401.43,3642.78,159.93306836588343,12,2.978899055518973,13.048498845265588,26.162982514021778,0.23118277796106895,1.7717193426042985
CAMP00108,2025-08-19,2025-08-29,Social,117133,1290,491,222,2984.48,8411.37,181.83703693775803,10,1.1013121835861799,17.209302325581397,38.06201550387597,2.3135503875968992,13.443603603603604
CAMP00109,2025-02-10,2025-02-22,Search,12688,1116,421,231,270.16,729.65,170.08069292271244,12,8.795712484237074,20.698924731182796,37.72401433691756,0.24207885304659502,1.1695238095238096
CAMP00110,2025-01-28,2025-02-04,Influencer,240876,13758,3392,1053,479.29,505.48,5.464332658724362,7,5.711652468490012,7.65372873964239,24.654746329408344,0.0348371856374473,0.4551661918328585
CAMP00111,2025-05-15,2025-05-29,Display,175556,17297,6549,2083,4825.4,7886.67,63.440751025821704,14,9.852696575451708,12.042550731340695,37.86205700410476,0.27897323235243104,2.3165626500240037
CAMP00112,2025-07-20,2025-08-03,Social,195927,8748,1086,535,4492.88,10222.04,127.51642598956572,14,4.464928264098363,6.115683584819387,12.414266117969822,0.5135893918609968,8.397906542056075
CAMP00113,2025-11-24,2025-11-29,Influencer,154651,14864,3210,985,498.28,498.97,0.13847635867384897,5,9.611318387853943,6.6267491926803,21.595801937567277,0.033522604951560814,0.5058680203045685
CAMP00114,2025-09-25,2025-10-05,Influencer,149086,9743,3678,1415,4129.41,10293.46,149.27192988828912,10,6.535154206297037,14.523247459714666,37.75017961613466,0.42383352150261727,2.918310954063604
CAMP00115,2025-02-02,2025-02-07,Search,53443,2998,520,212,602.27,1648.75,173.75595663074702,5,5.609715023482964,7.071380920613743,17.34489659773182,0.20089059372915277,2.840896226415094
CAMP00116,2025-02-17,2025-03-02,Social,178033,6632,1227,573,4159.67,4805.09,15.51613469337712,13,3.725152078547236,8.639927623642944,18.501206272617612,0.6272120024125453,7.259458987783595
CAMP00117,2025-03-03,2025-03-09,Search,194986,16432,2214,747,4576.15,8522.82,86.24433202582958,6,8.42727170155806,4.546007789678676,13.473709834469327,0.278490141187926,6.126037483266399
CAMP00118,2025-08-04,2025-08-19,Email,41397,3501,860,467,850.12,1364.99,60.564390909518664,15,8.457134574969201,13.339045986860897,24.564410168523278,0.2428220508426164,1.8203854389721628
CAMP00119,2025-10-20,2025-10-26,Influencer,248818,11824,5083,1834,821.44,2377.15,189.3881476431632,6,4.752067776447041,15.51082543978349,42.98883626522327,0.06947225981055481,0.4478953107960742
CAMP00120,2025-04-09,2025-04-20,Email,183250,13827,6008,1301,4640.2,7653.87,64.94698504374811,11,7.54542974079127,9.409127070224923,43.451218630216246,0.3355897880957547,3.566641045349731
CAMP00121,2025-06-21,2025-06-27,Search,6063,304,135,30,1577.02,3409.32,116.18749286629213,6,5.014019462312387,9.868421052631579,44.40789473684211,5.187565789473684,52.56733333333333
CAMP00122,2025-12-26,2026-01-09,Display,80848,6190,709,417,2416.01,2459.79,1.8120785923899214,14,7.656342766673263,6.736672051696284,11.453957996768981,0.39030856219709215,5.79378896882494
CAMP00123,2025-08-02,2025-08-14,Influencer,172115,17121,8515,3821,1591.75,4255.07,167.32024501335007,12,9.94741887691369,22.317621634250337,49.73424449506454,0.0929706208749489,0.41657942946872545
CAMP00124,2025-02-04,2025-02-14,Display,115687,3889,1170,463,3771.75,3992.67,5.857228077152517,10,3.361656884524623,11.905374132167653,30.084854718436617,0.9698508614039599,8.1463282937365
CAMP00125,2025-08-15,2025-08-26,Social,131230,8800,3951,2164,1134.32,2425.7,113.8461809718598,11,6.705783738474434,24.59090909090909,44.89772727272727,0.1289,0.524177449168207
CAMP00126,2025-04-11,2025-04-22,Influencer,266234,11764,5435,2645,2521.19,6256.15,148.14274211780943,11,4.418669290924525,22.483849030941858,46.20027201632098,0.21431400884053042,0.9531909262759924
CAMP00127,2025-05-11,2025-05-21,Email,213347,12662,3872,1055,4267.27,7652.27,79.32472048874338,10,5.934932293399954,8.332017058916442,30.579687253198546,0.3370138998578424,4.044805687203792
CAMP00128,2025-09-14,2025-09-28,Display,140141,12426,1496,303,4718.98,5017.85,6.333360175292135,14,8.866784167374288,2.4384355383872522,12.039272493159505,0.3797666183808144,15.574191419141913
CAMP00129,2025-01-05,2025-01-20,Social,266252,10991,3725,2208,1828.4,5122.16,180.14438853642528,15,4.128044108588855,20.0891638613411,33.89136566281503,0.1663542898735329,0.8280797101449275
CAMP00130,2025-08-06,2025-08-19,Influencer,151676,2504,585,264,658.45,1140.53,73.21436707418937,13,1.6508874179171393,10.543130990415335,23.362619808306707,0.2629592651757189,2.494128787878788
CAMP00131,2025-09-12,2025-09-25,Social,19612,1606,293,114,4067.46,7859.64,93.23213995958166,13,8.188863960840303,7.0983810709838115,18.244084682440846,2.53266500622665,35.67947368421053
CAMP00132,2025-12-25,2026-01-05,Email,44170,2648,458,264,642.68,1687.78,162.61592083151803,11,5.995019243830654,9.969788519637463,17.29607250755287,0.24270392749244712,2.434393939393939
CAMP00133,2025-10-10,2025-10-23,Influencer,181173,9139,2958,1028,3918.51,9096.18,132.13364263457282,13,5.04434987553333,11.248495459021775,32.366779735200794,0.42876791771528616,3.8117801556420234
CAMP00134,2025-07-26,2025-08-09,Social,70881,1878,266,130,3476.04,5738.04,65.07404978078503,14,2.6495111524950268,6.922257720979766,14.164004259850904,1.850926517571885,26.73876923076923
CAMP00135,2025-01-15,2025-01-22,Search,173782,3190,1367,639,2930.04,6098.24,108.12821667963577,7,1.8356331495782072,20.031347962382444,42.85266457680251,0.9185078369905956,4.585352112676056
CAMP00136,2025-12-12,2025-12-19,Influencer,145435,5102,974,458,4703.5,5587.42,18.79281386201765,7,3.508096400453811,8.97687181497452,19.090552724421794,0.9218933751470012,10.269650655021834
CAMP00137,2025-02-11,2025-02-16,Influencer,78960,5898,1885,887,1679.73,3296.2,96.23391854643305,5,7.4696048632218845,15.03899626992201,31.95998643608003,0.2847965412004069,1.8937204058624577
CAMP00138,2025-06-28,2025-07-07,Influencer,16990,799,119,24,557.31,1034.68,85.65609804238218,9,4.70276633313714,3.0037546933667083,14.893617021276595,0.6975093867334167,23.221249999999998
CAMP00139,2025-03-04,2025-03-12,Influencer,99258,6086,2701,1430,4909.86,12372.32,151.98926242296116,8,6.1314956980797515,23.496549457771938,44.38054551429511,0.8067466316135392,3.4334685314685314
CAMP00140,2025-12-18,2025-12-24,Search,132640,2305,868,494,2261.62,5880.2,159.99946940688534,6,1.7377864897466826,21.431670281995665,37.657266811279825,0.9811800433839479,4.578178137651822
CAMP00141,2025-08-19,2025-09-01,Email,37137,783,142,53,2223.62,6102.74,174.45067052823774,13,2.1084094030212457,6.7688378033205625,18.135376756066414,2.8398722860791823,41.95509433962264
CAMP00142,2025-08-29,2025-09-05,Search,20573,226,87,36,538.7,1462.29,171.44793020233894,7,1.0985271958392067,15.929203539823009,38.49557522123894,2.383628318584071,14.96388888888889
